Model,Mesh ID,Mesh Index,Mean IoU,Mean Dice,Std IoU,Std Dice,iou_view_0,iou_view_1,iou_view_2,iou_view_3,iou_view_4,iou_view_5,iou_view_6,iou_view_7,iou_view_8,iou_view_9,iou_view_10,iou_view_11,dice_view_0,dice_view_1,dice_view_2,dice_view_3,dice_view_4,dice_view_5,dice_view_6,dice_view_7,dice_view_8,dice_view_9,dice_view_10,dice_view_11
Dual (Normal+Point) + Geo-aware mem (GT prompts),cdc707fbe68c474497cb9dd676ede842,163,72.00430730978647,72.90039931734404,15.483741616869692,15.659696518730588,82.67076015472412,81.8437933921814,82.00105428695679,81.37197494506836,80.16186952590942,80.8625876903534,82.14067220687866,81.35761022567749,65.55607318878174,49.298033118247986,33.04191529750824,63.74534368515015,83.00043940544128,82.58063197135925,82.6607346534729,82.33951330184937,81.6793143749237,82.33295679092407,82.73190259933472,82.33298659324646,67.17216372489929,49.64572787284851,33.18682014942169,65.1416003704071
Dual (Normal+Point) + Geo-aware mem (AMG prompts),63695230beb44ae68650bdd4d914917f,86,10.000088376303513,14.618060489495596,1.7949921073991577,2.093508318859739,8.872251957654953,9.315646439790726,9.236057102680206,9.029879420995712,9.216645359992981,9.234952926635742,9.191878885030746,9.118499606847763,9.20904278755188,10.025455802679062,15.123863518238068,12.426886707544327,13.208091259002686,14.149110019207,14.039693772792816,12.679722905158997,14.189662039279938,13.950806856155396,13.250455260276794,13.366541266441345,14.006876945495605,15.02378135919571,20.661912858486176,16.89007133245468
Dual (Normal+Point) + Geo-aware mem (AMG prompts),ed24b6e27921449f935509d9f3da043f,181,33.50740075111389,41.79110278685887,6.4917630179225485,7.538869535485593,35.901251435279846,37.6022070646286,38.88203203678131,39.95642066001892,33.181849122047424,36.955446004867554,38.25882077217102,35.270532965660095,35.5130136013031,30.426543951034546,20.538683235645294,19.602008163928986,45.03754377365112,46.99758291244507,49.23659563064575,49.342432618141174,41.348764300346375,46.39579355716705,47.118955850601196,44.07867193222046,41.906675696372986,36.31490468978882,27.518829703330994,26.19648277759552
Dual (Normal+Point) + Geo-aware mem (AMG prompts),3031b834ab514a0fb91e0fec151ed0ff,39,47.653795033693314,55.70615530014038,11.289840811881682,11.74253194983475,62.69417405128479,60.68371534347534,58.780086040496826,31.041985750198364,46.81973159313202,56.38542175292969,57.5015664100647,49.36164319515228,36.532849073410034,43.16003620624542,28.785675764083862,40.098655223846436,69.00956630706787,67.34126806259155,66.53081178665161,38.58241140842438,55.0940215587616,65.39978384971619,66.40923023223877,59.13360118865967,45.978277921676636,55.910539627075195,32.68556892871857,46.39878273010254
Dual (Normal+Point) + Geo-aware mem (AMG prompts),d4f7c4b5f9bd4284899477cb1f5bb48f,168,47.040584683418274,55.623326698939,10.34179524180778,10.088675462590963,64.99956250190735,51.889026165008545,60.64994931221008,55.34394979476929,40.39934575557709,51.75983905792236,53.75158190727234,34.29100215435028,34.11377966403961,34.90934073925018,37.54696547985077,44.83267366886139,71.26302719116211,62.487196922302246,67.26751327514648,64.95155692100525,48.47366511821747,62.07289099693298,63.446539640426636,43.12334954738617,43.430471420288086,44.0864235162735,46.000537276268005,50.87674856185913
Dual (Normal+Point) + Geo-aware mem (AMG prompts),6499bf2bcc024d419bd23f4d2eb332ce,87,8.942408657943208,10.368244039515655,3.021622252751652,2.730500108321967,13.480556011199951,9.846576303243637,11.09209805727005,11.26658096909523,9.46025401353836,5.979407578706741,10.79145073890686,10.995256155729294,5.110754445195198,2.8440842404961586,6.155230849981308,10.286654531955719,15.550939738750458,11.050856858491898,11.85668259859085,11.938396096229553,10.769745707511902,8.089520782232285,11.616820096969604,11.988206952810287,7.255768775939941,4.634225368499756,8.286968618631363,11.380796879529953
Dual (Normal+Point) + Geo-aware mem (AMG prompts),f044310ff65243f9b90fa0904025c034,185,48.16846797863643,57.49143262704214,7.269894366952571,7.922226387529074,50.76007843017578,55.77656030654907,62.01015114784241,47.81383275985718,48.71394336223602,46.127885580062866,44.79966163635254,40.815648436546326,46.696603298187256,42.714983224868774,34.368109703063965,57.4241578578949,59.77829098701477,65.45440554618835,70.08610963821411,49.294644594192505,62.540411949157715,56.185126304626465,54.4239342212677,51.59481763839722,57.71467685699463,56.167083978652954,40.08399844169617,66.57369136810303
Dual (Normal+Point) + Geo-aware mem (AMG prompts),31b3720044ca458d90461a4ba5a22abf,40,22.583786522348724,29.20457050204277,2.810952876088082,2.9072519429833426,20.419158041477203,19.932711124420166,20.855167508125305,23.8077312707901,17.749255895614624,28.366142511367798,23.70651811361313,24.86882656812668,25.734516978263855,21.062463521957397,23.448310792446136,21.05463594198227,27.01277732849121,26.86592936515808,28.50402593612671,32.58441984653473,25.55282413959503,35.98316013813019,28.719931840896606,30.2419513463974,31.452780961990356,25.776121020317078,29.78147566318512,27.979448437690735
Dual (Normal+Point) + Geo-aware mem (AMG prompts),002e462c8bfa4267a9c9f038c7966f3b,1,27.24451037744681,31.335241471727688,5.601874020586848,6.504172810554591,25.750863552093506,32.897526025772095,34.85711216926575,33.637890219688416,26.35241150856018,31.824523210525513,31.180495023727417,28.930944204330444,18.54325383901596,19.740043580532074,23.5987588763237,19.620302319526672,30.27426302433014,37.112805247306824,39.713069796562195,40.71345329284668,33.55321288108826,35.47613322734833,34.09324884414673,31.4790278673172,20.526817440986633,22.521254420280457,28.235116600990295,22.324495017528534
Dual (Normal+Point) + Geo-aware mem (AMG prompts),554899583c654f3e84ba4b4263b4bb94,71,14.109988448520502,19.661803419391312,4.060887121461651,4.406894142037947,10.358957201242447,10.060503333806992,9.926989674568176,13.308554887771606,10.790397971868515,12.150086462497711,11.430469155311584,12.721990048885345,20.37045508623123,19.979901611804962,18.202775716781616,20.01878023147583,15.302374958992004,14.660859107971191,13.918626308441162,18.663159012794495,16.394439339637756,18.393735587596893,17.423641681671143,19.45943385362625,26.465478539466858,25.790104269981384,23.639310896396637,25.830477476119995
Dual (Normal+Point) + Geo-aware mem (AMG prompts),b51e3cb5e548409f940eb38f8db551d2,150,18.208681916197143,25.818421070774395,3.6238982245679283,3.862181159888757,24.556906521320343,20.164738595485687,19.263409078121185,12.824280560016632,14.450506865978241,18.91603171825409,23.03518056869507,16.853442788124084,13.261866569519043,16.014912724494934,17.284420132637024,21.87848687171936,32.60411024093628,28.184032440185547,26.908385753631592,19.10427361726761,22.073550522327423,27.020680904388428,31.134748458862305,25.00849962234497,20.76447606086731,24.05715137720108,24.58614408969879,28.37499976158142
Dual (Normal+Point) + Geo-aware mem (AMG prompts),84c69258a64f421080b44ed49650da52,114,27.334174637993176,36.14574496944745,3.7902616044900235,3.759512799929659,32.023513317108154,31.18448257446289,32.34246373176575,24.461445212364197,20.649996399879456,26.008647680282593,27.894869446754456,26.389607787132263,31.044575572013855,22.28110581636429,24.13894236087799,29.59044575691223,40.73475897312164,40.22325575351715,41.08177423477173,34.72375273704529,29.132825136184692,34.67847406864166,36.58745586872101,36.32963001728058,40.29986560344696,30.715447664260864,33.48565399646759,35.75604557991028
Dual (Normal+Point) + Geo-aware mem (AMG prompts),439ee7ebf11d45739dbef21b91669c1b,56,45.46020428339641,52.72471383213997,11.388205757431445,12.702946942885346,54.09497618675232,54.472559690475464,50.28693079948425,49.72539842128754,51.16845369338989,50.7720410823822,55.698853731155396,50.47605037689209,44.357308745384216,41.1478191614151,24.455749988555908,18.86630952358246,60.78045964241028,62.76611089706421,57.51137137413025,56.14697337150574,60.447514057159424,60.25957465171814,61.668962240219116,59.463393688201904,54.43315505981445,47.1917450428009,30.119165778160095,21.908140182495117
Dual (Normal+Point) + Geo-aware mem (AMG prompts),7b15e31faa7141329dad5f83089f678a,107,16.208663644889988,20.524131630857788,3.768646019064225,3.8935845887373635,20.941057801246643,17.709283530712128,15.507963299751282,15.147829055786133,9.0441033244133,16.777297854423523,15.002131462097168,16.62769615650177,11.423232406377792,13.132785260677338,22.090299427509308,21.100284159183502,23.84789288043976,22.389818727970123,18.597204983234406,19.04809921979904,13.558463752269745,22.411897778511047,19.412098824977875,20.0633704662323,15.805719792842865,17.659054696559906,26.85374915599823,26.64220929145813
Dual (Normal+Point) + Geo-aware mem (AMG prompts),f45ac2100d2342fa8ab39d38d0f874ba,191,86.15927497545877,88.45504696170488,17.777336864390765,17.895730591373102,96.32356762886047,97.2609281539917,94.63518857955933,97.69104719161987,95.85193395614624,98.14338088035583,96.79869413375854,49.2183655500412,71.5349793434143,49.72219169139862,93.70962977409363,93.02139282226562,98.1220543384552,98.60081672668457,97.23919630050659,98.82801175117493,97.85237312316895,99.0594744682312,98.35968017578125,49.654802680015564,80.44213652610779,50.21277070045471,96.70813083648682,96.38111591339111
Dual (Normal+Point) + Geo-aware mem (AMG prompts),d1a5633cfa0740d59bce4d3ea051329d,166,28.543973217407864,33.5894579688708,4.372722743404299,4.850798139297261,30.718913674354553,35.043999552726746,29.99168038368225,28.754976391792297,28.11301350593567,22.906793653964996,37.637001276016235,26.12701654434204,26.89891755580902,29.561957716941833,24.59120750427246,22.182200849056244,37.1854692697525,39.63927924633026,35.76139509677887,32.43083953857422,31.417283415794373,30.650821328163147,44.72516477108002,32.599472999572754,31.41077756881714,32.861605286598206,28.031378984451294,26.360008120536804
Dual (Normal+Point) + Geo-aware mem (AMG prompts),4017fc4184ef4c2782a0231113258a17,50,34.39059915641944,36.354225873947144,5.012124775563642,4.477600606204716,37.429213523864746,36.68128252029419,36.187660694122314,25.461900234222412,32.19366669654846,37.334585189819336,37.01134920120239,36.6598904132843,38.045597076416016,37.58573532104492,22.053073346614838,36.043235659599304,38.691601157188416,38.118976354599,37.64370083808899,28.16767692565918,35.62067747116089,38.7861967086792,38.57156038284302,38.4048730134964,39.493975043296814,39.56892788410187,25.18078088760376,38.00176382064819
Dual (Normal+Point) + Geo-aware mem (AMG prompts),ab9804f981184f8db6f1f814c2b8c169,143,37.15280244747798,45.08167430758476,4.835207008373421,4.039104258707978,42.47451722621918,37.870460748672485,37.84624636173248,30.633968114852905,32.987985014915466,40.484628081321716,41.792917251586914,40.62190651893616,36.80910766124725,41.931816935539246,26.058730483055115,36.3213449716568,49.28266704082489,46.594223380088806,46.00849151611328,40.65409600734711,42.50759184360504,47.398048639297485,48.6638218164444,47.43913114070892,43.891641497612,50.80142021179199,36.25428378582001,41.48467481136322
Dual (Normal+Point) + Geo-aware mem (AMG prompts),f98f9602167641529eb3f8044b61692f,197,30.104700848460197,32.977062463760376,3.2818499900713034,3.1481361792272553,31.39324188232422,31.393912434577942,32.849809527397156,31.72743320465088,33.360356092453,29.68982756137848,28.6370187997818,28.263896703720093,29.495489597320557,32.51705765724182,20.534507930278778,31.393858790397644,33.93702507019043,33.81310999393463,34.84699726104736,34.510427713394165,37.153542041778564,32.40405023097992,32.10979402065277,31.73229992389679,32.48342275619507,34.97397005558014,23.7038791179657,34.05623137950897
Dual (Normal+Point) + Geo-aware mem (AMG prompts),b8915325eadc4f86af543daaf10702de,154,49.55588951706886,55.189692974090576,2.452545025885969,1.7210932851883705,50.84216594696045,50.89768171310425,46.63969278335571,45.35155892372131,48.06011617183685,51.81757211685181,51.27110481262207,52.69905924797058,50.495052337646484,51.9500195980072,45.62220573425293,49.024444818496704,53.22105884552002,57.15432167053223,55.383795499801636,54.59717512130737,56.36586546897888,55.21913170814514,53.368717432022095,55.77840209007263,51.62755250930786,57.650578022003174,54.84594702720642,57.06377029418945
Dual (Normal+Point) + Geo-aware mem (AMG prompts),8eda5c8b64f64096b3995a08f6095644,129,20.92251144349575,24.506745363275208,1.5970498744048223,1.1756439650538755,19.56608146429062,21.38436585664749,19.54541653394699,17.5534725189209,22.93098270893097,21.153749525547028,20.332568883895874,19.919098913669586,21.532882750034332,23.81092458963394,21.546506881713867,21.794086694717407,24.375122785568237,25.480979681015015,23.92871528863907,21.2989404797554,24.925312399864197,24.514032900333405,24.20608550310135,23.732653260231018,25.01460313796997,25.797265768051147,25.950467586517334,24.856765568256378
Dual (Normal+Point) + Geo-aware mem (AMG prompts),474fd643f4204ee59ff73fe9b1916239,59,23.141200405855976,29.113802189628284,6.164027275355164,7.323270239968828,17.543096840381622,21.374911069869995,11.861743777990341,22.33082354068756,23.229357600212097,20.691385865211487,20.042333006858826,19.370752573013306,31.73729181289673,35.76327860355377,28.03334891796112,25.716081261634827,20.934805274009705,25.192221999168396,17.282386124134064,29.541197419166565,30.395478010177612,25.87887942790985,24.11794811487198,24.39802438020706,37.853771448135376,43.450215458869934,37.001243233680725,33.31945538520813
Dual (Normal+Point) + Geo-aware mem (AMG prompts),42e5ff17de214f0d8aabd509f090a46c,55,43.51484030485153,49.472711731990174,4.367012367907947,4.999397759747558,39.10295367240906,42.85446107387543,41.61086082458496,44.16875243186951,46.16765379905701,45.13562619686127,43.512266874313354,45.6183522939682,46.784624457359314,47.817063331604004,47.84343242645264,31.562036275863647,47.13519811630249,50.41508674621582,49.973854422569275,51.15238428115845,51.904886960983276,51.77968740463257,50.870513916015625,51.81151628494263,51.932692527770996,51.831042766571045,51.40805244445801,33.45762491226196
Dual (Normal+Point) + Geo-aware mem (AMG prompts),2084a523a5df4567844524afef5912db,23,18.398382825156055,21.549522876739502,4.504828933656231,4.672310513660314,24.021251499652863,24.113543331623077,22.05258160829544,17.13142693042755,13.700690865516663,19.037799537181854,23.34878295660019,21.945305168628693,16.749368607997894,15.568052232265472,11.137457191944122,11.974333971738815,26.259899139404297,26.884984970092773,25.670894980430603,20.604191720485687,16.929249465465546,23.775020241737366,26.323053240776062,25.52362084388733,20.298635959625244,18.52123737335205,13.253839313983917,14.549647271633148
Dual (Normal+Point) + Geo-aware mem (AMG prompts),053b8a4984e340ad94f3b563594ff09d,7,15.740347653627396,17.090759674708046,1.6101710106654343,1.2162458232726192,13.148224353790283,13.68127316236496,14.862655103206635,14.41618800163269,17.711658775806427,13.651950657367706,16.602423787117004,17.348258197307587,17.047078907489777,17.007124423980713,17.36884117126465,16.038495302200317,14.765173196792603,15.563710033893585,17.767171561717987,16.870377957820892,18.681924045085907,15.225009620189667,17.32957363128662,17.77246743440628,17.582933604717255,17.696484923362732,18.622539937496185,17.211750149726868
Dual (Normal+Point) + Geo-aware mem (AMG prompts),062c791e78a643f7bd380c336f809389,8,38.35121331115563,48.300957679748535,6.585387017943574,7.51937273646707,38.26359510421753,40.52111208438873,42.39897429943085,38.124287128448486,42.23897159099579,43.96433234214783,40.46641290187836,44.427818059921265,21.223221719264984,28.032109141349792,38.868558406829834,41.6851669549942,46.884337067604065,52.18042731285095,51.686954498291016,50.5485475063324,52.03208923339844,53.43222618103027,51.54337286949158,54.43248748779297,28.477174043655396,36.202529072761536,50.2061665058136,51.985180377960205
Dual (Normal+Point) + Geo-aware mem (AMG prompts),7b7b140d42cf447d87ab5e1ef407d9ae,108,22.491314137975372,27.515950053930283,4.929745277319601,5.378156183726775,24.97532367706299,20.700466632843018,23.482966423034668,19.50683444738388,20.79690992832184,22.322697937488556,22.193847596645355,13.241223990917206,32.86665678024292,30.08859157562256,18.34421455860138,21.37603610754013,30.061975121498108,24.118797481060028,28.938046097755432,25.49891173839569,25.619840621948242,28.387737274169922,25.93694031238556,17.059551179409027,39.27187621593475,34.8224014043808,23.683786392211914,26.791536808013916
Dual (Normal+Point) + Geo-aware mem (AMG prompts),b5aa31a84cc746a982228827c5185ac3,151,24.673990408579506,27.727084855238598,4.518450471320873,3.667220351821948,26.26810073852539,25.905433297157288,29.063665866851807,29.24143671989441,24.956229329109192,22.130224108695984,26.537853479385376,19.963999092578888,13.131959736347198,22.241497039794922,27.135679125785828,29.51180636882782,28.672751784324646,28.14876139163971,30.830994248390198,30.97190260887146,28.42520773410797,25.923573970794678,29.489493370056152,23.427680134773254,18.072602152824402,27.12518870830536,29.78602647781372,31.85083568096161
Dual (Normal+Point) + Geo-aware mem (AMG prompts),1d97ec6885464f6a9ce7a4cc955bff41,22,57.17214643955231,59.67493255933126,6.722514148316804,6.797107376431627,58.56977701187134,60.51604151725769,62.43396997451782,60.211604833602905,63.08993697166443,63.04682493209839,60.87067723274231,56.631797552108765,56.676071882247925,52.700722217559814,37.80404329299927,53.51428985595703,61.9568407535553,63.13852071762085,64.99300599098206,62.80032992362976,64.94066715240479,64.59516286849976,63.29761743545532,59.452348947525024,60.26893854141235,55.29598593711853,39.71891403198242,55.64085841178894
Dual (Normal+Point) + Geo-aware mem (AMG prompts),9f43d0ac857541e8a3a92e20ba284c44,139,25.081561381618183,29.3522160500288,3.967000915015125,3.4864246250833113,23.533746600151062,21.577396988868713,24.37880039215088,19.306211173534393,22.559550404548645,22.06406593322754,23.513205349445343,26.945742964744568,32.37238824367523,31.78175687789917,29.388442635536194,23.557429015636444,28.800716996192932,26.11185908317566,28.75846028327942,22.962673008441925,27.33977437019348,26.683887839317322,28.31556797027588,32.13189244270325,35.39902865886688,34.904009103775024,31.87333047389984,28.945392370224
Dual (Normal+Point) + Geo-aware mem (AMG prompts),da7af66ce5df4629802e97dc03d186f5,173,64.84575743476549,68.0487667520841,12.443871443298542,11.55500641688855,84.30326581001282,84.97181534767151,84.15312170982361,67.24132895469666,55.31778335571289,61.88070774078369,62.04373836517334,60.23645997047424,47.22706973552704,50.160861015319824,60.516172647476196,60.09676456451416,86.32640242576599,86.65807247161865,86.15305423736572,72.4227249622345,60.25608777999878,63.947826623916626,63.91296982765198,62.71693706512451,52.655720710754395,55.07529377937317,63.521188497543335,62.9389226436615
Dual (Normal+Point) + Geo-aware mem (AMG prompts),238bdb0c4e3e4432951c31c85a55a9c8,26,24.279535810152687,29.164838542540867,7.061917051697327,7.354210111459915,26.296690106391907,17.533843219280243,24.836865067481995,33.332279324531555,34.24991965293884,31.21633231639862,31.836891174316406,12.669479846954346,22.64416068792343,23.45881313085556,18.5225710272789,14.756584167480469,30.99425733089447,25.21165907382965,30.865108966827393,39.41054046154022,39.46389853954315,36.947137117385864,35.43715178966522,17.76839792728424,26.27827525138855,27.537161111831665,22.097083926200867,17.96739101409912
Dual (Normal+Point) + Geo-aware mem (AMG prompts),f1150d2342a8470e912942c49e978f28,188,23.26646956304709,31.09317844112714,4.017948748322259,5.052373564076605,29.01393473148346,26.48155987262726,26.410099864006042,20.681962370872498,27.089950442314148,24.77741241455078,22.92405366897583,23.48620742559433,22.9988232254982,24.03631955385208,15.667690336704254,15.629620850086212,39.313092827796936,34.87831354141235,34.19401943683624,24.880072474479675,35.58113873004913,33.670422434806824,29.140669107437134,30.951234698295593,30.180278420448303,34.47241485118866,22.974073886871338,22.882410883903503
Dual (Normal+Point) + Geo-aware mem (AMG prompts),2e5436e635dc4336984c76a5f92c7141,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dual (Normal+Point) + Geo-aware mem (AMG prompts),45adf40fce0a4690878d1c23c95f8477,57,31.354953348636627,39.046461135149,2.8216312787063114,3.4362411670459405,28.04388403892517,31.496363878250122,30.503693222999573,35.29711067676544,26.004204154014587,34.25382375717163,31.892213225364685,27.609914541244507,35.328590869903564,32.093748450279236,32.06912279129028,31.666770577430725,36.502447724342346,40.42850434780121,37.816211581230164,41.041138768196106,31.545552611351013,43.598443269729614,41.51531159877777,33.479323983192444,41.417619585990906,39.522573351860046,40.00071883201599,41.689687967300415
Dual (Normal+Point) + Geo-aware mem (AMG prompts),4b57e73e82ab400aa307adac36ea0e5e,62,14.431275054812431,18.158995608488716,1.4241868833748053,2.134636737899623,13.129086792469025,15.038618445396423,14.207157492637634,12.330381572246552,14.27914947271347,13.675373792648315,14.163842797279358,12.746143341064453,14.590847492218018,14.859406650066376,16.865377128124237,17.289915680885315,14.824894070625305,16.49220883846283,16.743162274360657,15.579143166542053,18.573424220085144,17.743268609046936,17.26798266172409,17.628374695777893,19.72726881504059,20.050901174545288,21.164052188396454,22.113266587257385
Dual (Normal+Point) + Geo-aware mem (AMG prompts),53d9d21ff95f42428225f906cd9a0a5a,70,41.932155191898346,49.66618840893109,3.5017566598944962,4.161825371972971,43.23449730873108,42.57698953151703,42.293065786361694,36.6583913564682,40.556275844573975,41.03824198246002,44.96728777885437,43.96825730800629,37.1929794549942,43.91416311264038,37.46042251586914,49.32529032230377,50.857049226760864,50.150978565216064,50.25879144668579,44.92623209953308,47.746941447257996,48.06768000125885,51.92806124687195,51.089054346084595,44.124582409858704,52.195847034454346,44.618791341781616,60.0302517414093
Dual (Normal+Point) + Geo-aware mem (AMG prompts),f121301624174b179ca4d50158797b03,189,12.924869234363237,15.565006559093794,1.6540747704685517,2.4049146145346816,15.035305917263031,14.994877576828003,14.899341762065887,12.535127997398376,10.549256205558777,12.619686126708984,12.285323441028595,11.7050901055336,11.907172203063965,11.584783345460892,11.377514153718948,15.604951977729797,17.357800900936127,18.09660643339157,18.55153739452362,15.991897881031036,13.805226981639862,14.442852139472961,13.212434947490692,12.864801287651062,13.515293598175049,13.924382627010345,14.422471821308136,20.594772696495056
Dual (Normal+Point) + Geo-aware mem (AMG prompts),02e777bdc5114b148963ed3def6ad471,6,43.10109093785286,45.53694725036621,0.7092995334644757,0.5512578215561899,43.10040771961212,43.17401349544525,43.37190091609955,42.56996214389801,43.58867704868317,43.69106888771057,44.4030225276947,43.324095010757446,41.73066318035126,42.09777116775513,42.60096549987793,43.56054365634918,46.00090980529785,46.14000916481018,45.31869292259216,46.00929617881775,45.51283121109009,45.28893828392029,46.600088477134705,45.65028250217438,44.60071921348572,44.799938797950745,45.16198933124542,45.359671115875244
Dual (Normal+Point) + Geo-aware mem (AMG prompts),245af7dde0cd4add9f7e11db3bbbccba,28,33.939719821016,38.12374795476596,5.881466450800718,6.748376642258799,41.97995364665985,40.11621177196503,40.84384739398956,40.01893103122711,33.15209150314331,31.97994828224182,31.453141570091248,22.533899545669556,33.11702311038971,24.671538174152374,33.34549963474274,34.06455218791962,46.58198952674866,45.86220383644104,45.716992020606995,46.83702290058136,37.67944276332855,36.7873340845108,36.5819126367569,26.15838646888733,37.56658136844635,27.352380752563477,34.79784429073334,35.56288480758667
Dual (Normal+Point) + Geo-aware mem (AMG prompts),cdc707fbe68c474497cb9dd676ede842,163,47.36381222804387,48.02221655845642,7.369878603948371,7.770621149947135,48.8530158996582,49.076032638549805,49.129289388656616,48.88499677181244,62.014323472976685,49.34016168117523,49.23484921455383,48.67813289165497,49.156731367111206,32.980307936668396,32.980626821517944,48.03727865219116,49.487465620040894,49.53503608703613,49.559903144836426,49.503374099731445,64.20907974243164,50.04326105117798,49.650320410728455,49.393460154533386,49.57817494869232,33.16413760185242,33.16076993942261,48.98161590099335
